"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.4.04","-0.11965636"," 0.28811169","-0.33051972"," 0.30990399","-0.30183802"," 0.09489004"," 0.17373758"," 0.48504130"," 0.15373206"," 0.09752570"," 0.44218237","-0.33109372"," 0.37393387","-0.27344246"," 0.11119074","-0.29427513"," 0.23943253","-0.06478738","-0.04469275"," 0.31437457"," 0.29123650"," 0.55134264"," 0.39719708","-0.22145990"," 0.08531354"," 0.22262248","-0.18262037"," 0.14086436","-0.12402812","-0.08354375"," 0.15985618","-0.30447029","-0.57982348","-0.16096788"," 0.05609119","-0.39410756","-0.30558588","-0.10527102","-0.29655870"," 0.06202710","-0.04537217","-1.07284182","-0.43874805"," 0.27784295","-0.13946486","-0.10983580"," 0.43445759"," 0.68206442","-0.55735493"," 0.43738766"
"Bin.3.98","-0.08085613","-0.02382452"," 0.03477001"," 0.05430251"," 0.20763517"," 0.42658388"," 0.10331433","-0.13707703"," 0.16885113"," 0.20367559"," 0.63296345"," 0.14360552"," 0.63317958"," 0.22355956"," 0.94692624"," 0.34967732"," 0.03780351"," 0.71580368"," 0.25642129"," 0.21660046"," 0.58924540","-0.05572406"," 0.27825948","-0.19744018"," 0.55471314","-0.41789728","-0.45777813","-0.53202498"," 0.11117328","-0.30439487"," 0.78776085","-0.43153238","-0.77816413"," 0.02056860"," 0.07564850","-0.24635018"," 0.19173699","-0.53971430","-0.53993146","-0.15724514","-0.33277607","-0.33910591","-0.62338519","-0.48914324","-0.65768329","-0.07952040"," 0.27629868"," 0.34258524","-0.67693011","-0.48516442"
"Bin.3.94"," 0.348766158"," 0.162436622"," 0.077540420","-0.086095927"," 0.654857724"," 0.023906332"," 0.116498492"," 0.857683942","-0.517760554","-0.211895592"," 0.298710995"," 0.746382165","-0.174726125","-0.204191975","-0.290342007","-0.199944141"," 0.070057429"," 0.101016830","-0.133630981"," 0.098682092","-0.045483022"," 0.061941193","-0.163244020"," 0.380282150"," 0.271834031","-0.083207244","-0.362822268","-0.060825035","-0.182856227"," 0.362326983"," 0.001531796","-0.229874579","-0.127767408","-0.297623754","-0.432133215"," 0.033523438","-0.119223825","-0.243071603","-0.035459527"," 0.129175030","-0.432924585"," 0.553090217","-0.480401670","-0.198138436","-0.373839654","-0.279888751","-0.050609191"," 0.905971629"," 0.161172886","-0.399407236"
"Bin.3.90","-0.10533398"," 0.08925546","-0.17273413","-0.31467942"," 0.01171565","-0.39534998","-0.20928894"," 0.07340844","-0.42192775","-0.18341023"," 0.03126865"," 0.24464662","-0.06586745","-0.31590959","-0.24676717","-0.47087347","-0.01492526","-0.08943291","-0.10795871","-0.30724776","-0.06540863"," 0.20322919","-0.12958642","-0.08124254"," 0.27931148"," 0.44119716","-0.14290803"," 0.05200581","-0.05392653"," 0.20818279"," 0.61531817"," 0.38185286"," 0.23044645","-0.20959062","-0.18623549","-0.21662088"," 0.24726028","-0.27101230"," 0.16014912"," 0.29524715","-0.18182173"," 1.35709530","-0.42879693","-0.14945292"," 0.05229134","-0.39549059","-0.30485088"," 1.08177374"," 0.16087249"," 0.02212307"
"Bin.3.86","-0.201795281"," 0.148682580","-0.136136628","-0.124282280","-0.362999625","-0.371835067","-0.061341488"," 0.178604710","-0.294493264","-0.126553439"," 0.114253121","-0.095112005"," 0.101073585","-0.438352378","-0.241522981","-0.431159256"," 0.137412507","-0.163680687","-0.027937831","-0.211596919","-0.253217620"," 0.417587934","-0.209382212","-0.083620768"," 0.277232635"," 0.249919951","-0.181763259"," 0.023596064","-0.045869736"," 0.167500738"," 0.695467210"," 0.205787149"," 0.110635684","-0.465509356","-0.137326519","-0.313824668"," 0.126452008","-0.083779986"," 0.176240063"," 0.359541093","-0.098180592"," 1.098640213","-0.530802320","-0.026258153"," 0.072375931","-0.216889465","-0.213818786"," 1.094301700"," 0.384188938"," 0.009548752"
"Bin.3.82","-0.10799212"," 0.18513526","-0.19100354"," 0.06369438","-0.41896787","-0.25150119"," 0.01795261"," 0.26684492","-0.26446338"," 0.03209023"," 0.23207370","-0.14230726"," 0.17997952","-0.38183346","-0.29495418","-0.36249943"," 0.09541712","-0.17507848"," 0.06137580","-0.04625078","-0.17052737"," 0.51245998","-0.18081603","-0.13302175"," 0.22298792"," 0.30477613","-0.26358644","-0.07049713","-0.08589639"," 0.02139619"," 1.36863172"," 0.13332520","-0.12483807","-0.47598709","-0.11079386","-0.31111433"," 0.06570929","-0.25551951"," 0.04456332"," 0.22479735","-0.14417158"," 1.01079390","-0.58024840","-0.09123003"," 0.13276883","-0.30630714","-0.24098141"," 0.96283438","-0.07022973"," 0.11301019"
"Bin.3.78","-0.406032924"," 0.129986094","-0.283435480","-0.032059325","-0.334131493","-0.358882823","-0.006303397"," 0.231547996"," 0.370639109","-0.180366337"," 0.151086984"," 0.012196823"," 0.165324273","-0.426738769","-0.424473201","-0.521313782"," 0.012072655","-0.228325224"," 0.046505286","-0.157104338"," 0.490865376"," 0.440791996","-0.225390161","-0.095119779"," 0.634926886"," 0.416186516","-0.271308779"," 0.063698023","-0.092822226"," 0.124260156"," 0.272820321"," 0.066112549","-0.088428755","-0.683989137","-0.107597330","-0.253784965"," 0.156626267","-0.128518126"," 0.031297427"," 0.378559285","-0.078005962"," 0.817078858","-0.605853236","-0.115329874"," 0.035233968","-0.275638747","-0.051939173"," 0.901841164"," 0.154084643"," 0.329150687"
"Bin.3.74","-0.5038129398","-0.1192739394","-0.4138080620"," 0.1160359598","-0.7396677910","-0.3088854679","-0.0184859836"," 0.1885084706","-0.3290448652","-0.3293326345","-0.0001662270","-0.0963161449","-0.1037846587","-0.3179869055","-0.4642832706","-0.3592088139","-0.0077532879"," 0.0537055742"," 0.1165163878"," 0.0100199211","-0.0016994209"," 0.0367072923","-0.2892666955","-0.2131455951"," 0.3106871054"," 0.6173011631"," 0.0855439247","-0.0164777174"," 0.0036446753"," 0.2123250089"," 0.0361585035"," 0.0090108456"," 0.1655778955","-0.6056174982","-0.1323253251"," 0.1771614957"," 0.2788049271"," 0.0002488322","-0.0848521282"," 0.8431399999","-0.0138056230"," 1.5243492797","-0.3936729474","-0.0618144069","-0.0846570974","-0.2000870051","-0.1290957179"," 0.6646204705"," 0.5974518849"," 0.2908085520"
"Bin.3.70","-0.45037846","-0.13027130","-0.18597925","-0.03177101","-0.53787843","-0.17048360","-0.01274287"," 0.26207441","-0.53640951","-0.25556971"," 0.22836728","-0.03636885","-0.05169661","-0.64749493","-0.39828479","-0.33703479","-0.20139515","-0.18863879"," 0.17269639","-0.23288807","-0.24211709"," 0.17830241","-0.20919662","-0.22628212"," 0.19204947"," 0.69622950","-0.17201005"," 0.11265745","-0.10141502"," 0.33540614"," 0.72601640"," 0.14441482"," 0.17654329","-0.41951665","-0.24328759","-0.01959363"," 0.27225356"," 0.04429647"," 0.08067438"," 0.30462723"," 0.20551232"," 1.43110393","-0.36295980","-0.10742019","-0.01387664"," 0.03495947"," 0.27739242"," 0.80330787","-0.27886076"," 0.12293708"
"Bin.3.66","-0.268551331","-0.107503846","-0.256310728","-0.008181843","-0.189868679","-0.260484259"," 0.148144426"," 0.353392767","-0.251831236","-0.203888572"," 0.169998004"," 0.340262055","-0.115351736","-0.518694789","-0.405264956","-0.313105581"," 0.043579061","-0.174935589"," 0.206475985","-0.162609248"," 0.183069647"," 0.191612137","-0.231094033","-0.075434886"," 0.166316438"," 0.725984053","-0.230781955"," 0.240696530"," 0.131291160"," 0.584444251"," 0.407287582"," 0.030160766","-0.192452918","-0.434490105","-0.104280863","-0.130945039"," 0.201527113"," 0.075564002"," 0.046013992"," 0.323521442"," 0.241285086","-0.017181270","-0.556091582","-0.127136147","-0.000989587"," 0.213964637"," 0.290839604"," 0.723031853","-0.605491875","-0.095509939"
"Bin.3.62","-0.306605071","-0.303723157","-0.223802659","-0.181989822"," 0.116381916","-0.272718874"," 0.003535994"," 0.290012193","-0.489832582","-0.189091151"," 0.187929784"," 0.404178133","-0.315964908","-0.110307908","-0.391395313","-0.267556101","-0.035299643","-0.221171431"," 0.091224928","-0.234713883"," 0.210277321"," 0.104401658","-0.230460274","-0.184265186"," 0.273194019"," 0.499777154","-0.330745332"," 0.571359063"," 0.127688950"," 0.566195222"," 0.860730236"," 0.603463675","-0.274507669","-0.331857607","-0.259456476","-0.305727619"," 0.331700819","-0.070556968"," 0.058520255"," 0.196147043"," 0.120602915"," 0.467142496","-0.358502585","-0.221246667","-0.107599108"," 0.035539617"," 0.136131191"," 0.735660148","-0.500482508","-0.272214229"
"Bin.3.58","-0.309204480"," 0.236877602"," 0.061309984","-0.011116954","-0.197564993"," 0.148094162"," 0.178295868"," 0.429260078","-0.149852477"," 0.072785320"," 0.310506694"," 0.089861338","-0.031063150"," 0.168947404","-0.323117027"," 0.040366070"," 0.412987498"," 0.088946409"," 0.256047818","-0.120696422"," 0.139107192"," 0.212483018"," 0.286681672"," 0.209956571"," 0.861790141","-0.401844180","-0.480927602"," 0.779838144","-0.252602513","-0.265119567"," 0.541720020","-0.260521820","-0.290067506","-0.403876955","-0.601795178","-0.382837307","-0.131281696","-0.260025882","-0.113193618"," 0.001600997","-0.276668352"," 0.168932266","-0.617655503"," 0.294258287","-0.346822180","-0.223828490","-0.506780724"," 0.904715191"," 0.256816841","-0.193722011"
"Bin.3.54","-0.19913405","-0.14720231","-0.18855676","-0.07640184","-0.40506624"," 0.11969434","-0.16595220"," 0.06114977","-0.51367251","-0.13809490"," 0.07971181","-0.17317135","-0.23334287","-0.40289603","-0.30559752","-0.29174649","-0.16821189","-0.33727730"," 0.31917405","-0.07149897","-0.05492352","-0.03953478","-0.19988152","-0.04031080"," 0.42778299"," 0.70105533"," 0.01223709"," 0.70420977"," 0.08273828"," 0.09978926"," 0.93953964","-0.03430951"," 0.13503716","-0.32628282","-0.52155135","-0.24217777"," 0.54840554","-0.07493147"," 0.05969490"," 0.33015818"," 0.03085556"," 1.56651726","-0.55910442","-0.14285945","-0.19097579","-0.29086026","-0.25301556"," 0.69477075"," 0.34286873","-0.46684813"
"Bin.3.50","-0.01810379","-0.07551677","-0.16168332","-0.09653249","-0.33046246","-0.04639385","-0.10311179"," 0.02878703","-0.36464740","-0.22989665"," 0.06314842","-0.23107802","-0.13146910","-0.35218979","-0.15796851","-0.19045258","-0.14046439","-0.23068356"," 0.09928130","-0.11474561","-0.05120331"," 0.01079550","-0.23808754","-0.25381900"," 0.35097488"," 0.62659714","-0.12966343","-0.06170124","-0.07439840"," 0.24430701"," 0.56826755","-0.12652464"," 0.66866052","-0.33857831","-0.47370309","-0.15410456"," 0.54055608","-0.20005103","-0.10054300"," 0.32958268"," 0.06598959"," 1.97876084","-0.44653359","-0.26060152","-0.25500202","-0.23068356","-0.35030892"," 0.83381266"," 0.90281556","-0.59142955"
"Bin.3.46","-0.377070261"," 0.088095253","-0.220900231"," 0.177514061","-0.476909817","-0.106941584","-0.069815468"," 0.061738759","-0.053453415","-0.112976631"," 0.163816415"," 0.127467624","-0.053301413","-0.380372139","-0.295179700","-0.159295955"," 0.354824533","-0.275458948","-0.056764619","-0.112177565","-0.015448676"," 0.116860073"," 0.003734511","-0.315462702"," 0.173744249"," 0.780875210","-0.351012461","-0.177828950","-0.145626499"," 0.101256663"," 0.119483660","-0.477857152"," 0.686856778","-0.355583832","-0.294690747","-0.350438471"," 0.498384894"," 0.140927584","-0.021206922"," 0.149555498","-0.061546688"," 2.054282012","-0.516634177","-0.269154367","-0.305901076"," 0.019244006","-0.501462528"," 0.860474417"," 0.722633831","-0.491297038"
"Bin.3.42","-0.50643347"," 0.18915419","-0.60220501"," 0.58273409","-0.36135721","-0.19960280"," 0.16362450"," 0.09263768"," 0.02278400"," 0.02525950"," 0.26839656"," 0.26804928","-0.29793809","-0.55552529","-0.17473927","-0.15256292"," 0.19075802","-0.13863115"," 0.16442414","-0.40819709"," 0.32958037"," 0.25814301"," 0.13192518","-0.00332460"," 0.11332897"," 0.82960617","-0.17952737","-0.01047527","-0.22365330"," 0.01925109","-0.74714971","-0.70479175"," 0.83159979","-0.19195217","-0.22365330","-0.56341835"," 0.49984103"," 0.05190238","-0.53502976"," 0.18132439","-0.24484635"," 1.87801494","-0.20777065","-0.18042125","-0.30754538"," 0.24782931","-0.54077800"," 0.79061381"," 0.87082118","-0.74007406"
"Bin.3.38"," 0.03340098","-0.11963778","-0.13704198"," 0.19109678","-0.34218748"," 0.38225385","-0.12417483"," 0.06778571"," 0.35317557","-0.24039887"," 0.07359729","-0.20934289","-0.17321054","-0.50572824","-0.25423681","-0.49299486","-0.08558051","-0.22576542"," 0.17556114"," 0.02165632","-0.17262578"," 0.18204811","-0.14907190","-0.67662650"," 0.06249424"," 0.39970958","-0.22354778"," 0.42868719","-0.01666291"," 0.22430963"," 0.24017086","-0.30318092"," 0.41544139","-0.08403728","-0.51885392","-0.42402838"," 0.04265464","-0.20903129","-0.26585704"," 0.43670479","-0.20858430"," 1.52490986","-0.18778785","-0.13943361","-0.07524857"," 0.10397677","-0.04062239"," 1.15055840"," 0.29905308","-0.20374554"
"Bin.3.34","-0.062128630"," 0.009762536"," 0.153411071"," 0.468153573","-0.386911263"," 0.576330912"," 0.132366287"," 0.523928214"," 0.063138864","-0.080249637"," 0.215035212"," 0.236906401","-0.148646171","-0.211823909"," 0.172342088","-0.236884087"," 0.069999331","-0.174483320"," 0.331562277"," 0.469697167"," 0.313275514","-0.082442912"," 0.279531080","-0.450173136"," 0.555472321"," 0.195980173","-0.106198179","-0.139802560"," 0.174471646","-0.238281529","-0.151745908","-0.329746128","-0.534886452","-0.163969820","-0.243451083","-0.128991045","-0.134491972","-0.099302023","-0.526190300"," 0.723859719","-0.173903569"," 0.115395532","-0.573985119","-0.094514878","-0.434448561","-0.059738214","-0.287580771"," 0.906647480","-0.190690468","-0.241605755"
"Bin.3.30","-0.360219168"," 0.182184970","-0.204521842"," 0.551279071","-0.336954138"," 0.492940594","-0.160897856"," 0.084531482"," 0.177821493","-0.223648691"," 0.008119128","-0.093752474"," 0.021881319","-0.330579580"," 0.235786267","-0.068813677"," 0.434151592","-0.346541089"," 0.811076936"," 0.134150909"," 0.182263790","-0.027541976"," 0.162025792","-0.216537792"," 0.804921611","-0.010071420"," 0.283149502","-0.004242763"," 0.284729898","-0.764692530"," 0.140198930"," 0.089522324","-0.739629601","-0.409461845","-0.174506451"," 0.074848046","-0.049894453"," 0.131889837","-0.543831821"," 0.859314567","-0.018805463"," 0.015046423","-0.596074153"," 0.277234656","-0.454363317","-0.260537270","-0.445075023"," 0.216511411"," 0.128027368"," 0.057586476"
"Bin.3.26","-1.312016201"," 0.090294818","-0.879594433"," 1.033871684","-0.102814550"," 0.211474588"," 0.121622116"," 0.134844831"," 0.126118886"," 0.268602218"," 0.291617165"," 0.403479825","-0.263589459","-0.441737537","-0.495359497","-0.005259302"," 0.175994434"," 0.371341269","-0.437163675","-0.195000769"," 0.011144730"," 0.538032387"," 0.313710076"," 0.252541019"," 0.385760097","-0.234932492"," 0.165944428"," 0.105873357","-0.192012256"," 0.263251737","-0.086445620","-1.156483104","-0.040941423"," 0.179242103"," 0.327752519"," 0.051880948"," 0.287165740"," 0.350124948","-0.554554041"," 0.458408266"," 0.128801155"," 0.879122279","-0.554204875","-0.336394798","-0.170770892"," 0.251022330"," 0.050030853","-0.024546145"," 0.067640231","-0.812889972"
"Bin.3.22","-0.5610309960","-0.0789669072","-0.7597894382","-0.0879468370","-0.7884382079"," 0.0864074700","-0.0392421902"," 0.0660929463","-0.3665038127","-0.2041996941"," 0.5142950546","-0.0820203592","-0.1343473227","-0.2473018258","-0.5196372574"," 0.0244154193"," 0.2981356763"," 0.2128005935"," 0.1074595448","-0.1463297004","-0.2011863277","-0.2671141610"," 0.1397163040"," 0.4702190882"," 0.0275164248"," 1.0273691724"," 0.6410665381"," 0.6705641159","-0.2249005887","-0.4356864477","-0.1714173906","-0.8039958400"," 0.4031882170"," 0.3741893470","-0.2402463050","-0.1137844117"," 0.1081295652","-0.1184344016","-0.5588647388"," 0.0255269555","-0.2936842273"," 0.7766958984","-0.3053491411","-0.4450326079","-0.1854829280"," 1.1516209409"," 0.0009379222"," 1.1724689336"," 0.2244684418","-0.1423505035"
"Bin.3.18","-0.351457714"," 0.215483857","-0.401479277"," 0.304774790","-0.529096733"," 0.235504091"," 0.106537905"," 0.308368221"," 0.115193658"," 0.191865474"," 0.469507949","-0.350773928"," 0.430629932","-0.075675237","-0.166821091","-0.079899238"," 0.532959851"," 0.138084726"," 0.091738193"," 0.123312106","-0.077670404"," 0.296027425"," 0.153633582"," 0.396465606"," 0.198890420"," 1.012757821","-0.149609443"," 0.269695780","-0.284969785","-0.551412860","-0.151663993","-0.654810801","-0.178100409"," 0.038160662","-0.296047419","-0.431202372","-0.287657034","-0.238601925","-0.471679494"," 0.036358276","-0.043139907","-0.001962699","-0.539902272","-0.077871516","-0.223622800"," 0.428563004","-0.043347881"," 1.046379605","-0.243009511","-0.239407192"
"Bin.3.14"," 0.033270690"," 0.167508893","-0.226456294"," 0.400798577","-0.320081217"," 0.314522335"," 0.203440824"," 0.487606136"," 0.054512689"," 0.124818034"," 0.620342048","-0.052896504"," 0.217434094","-0.076837838","-0.027821420","-0.158214382"," 0.600406168"," 0.200166833"," 0.266764265"," 0.334171630"," 0.015008793"," 0.495692838"," 0.200430570"," 0.492908972"," 0.317833060"," 0.044813231","-0.132884755","-0.124908597","-0.286253194","-0.517046604","-0.391450558","-0.713203040","-0.443918685","-0.327828853","-0.001808836","-0.274257135","-0.266279671","-0.062287821","-0.469112270"," 0.231541552"," 0.171455680","-0.605414410","-0.476443918"," 0.275610823","-0.075590132","-0.236238939","-0.233140378"," 0.684559753","-0.132924341","-0.322318697"
"Bin.3.10","-0.16263624","-0.16825954","-0.79113894"," 0.35623219","-0.26718738"," 0.71509740","-0.20419498"," 0.43614601","-0.06678841","-0.54240210"," 0.15359747","-0.63538381","-0.37732351","-0.36471815","-0.15516243","-0.53480162"," 0.09567642","-0.43921322"," 0.96713243","-0.03858394","-0.46631176","-0.13644080","-0.33139167"," 0.22657146"," 0.77751931"," 0.38967152"," 0.39607719","-0.07709765"," 0.16745159","-0.61706631"," 0.10666810"," 0.47260067","-0.42912602","-0.52281483","-0.21619448"," 0.11493313","-0.08310282"," 0.21953603","-0.05755373"," 0.85233217"," 0.35667481","-0.28803098","-0.03193305"," 0.68451229","-0.19434358"," 0.20333085","-0.03836322"," 0.68738608"," 0.13333826","-0.27492019"
"Bin.3.06","-0.153070975"," 0.374951984","-0.266606817"," 0.374702569","-0.287747828"," 0.188351730"," 0.289411641"," 0.575429681"," 0.194452264"," 0.131324277"," 0.433340872","-0.324383764"," 0.475149047","-0.173086669"," 0.116079616","-0.176728021"," 0.269155022"," 0.004673821","-0.096622012"," 0.345256517"," 0.268958133"," 0.547067561"," 0.442135384","-0.146207028","-0.109212378","-0.007879084","-0.155512028"," 0.072264028"," 0.084976643","-0.084134308","-0.129904958","-0.320687309","-0.564501111","-0.176945051"," 0.135037689","-0.203636252","-0.381071532","-0.039537806","-0.263569015"," 0.041796597"," 0.003710848","-1.650828862","-0.596480135"," 0.353945924","-0.118880502","-0.164179257"," 0.384219997"," 0.302608667","-0.359101767"," 0.541513956"
"Bin.3.02","-0.31632096","-0.41104476","-0.72573792","-0.35207277"," 1.11623205","-0.16697314","-0.30208996"," 0.27804723","-0.23149478"," 0.11860030"," 0.15879008"," 0.49613798"," 0.07324534","-0.26506256"," 0.10409877","-0.43526768","-0.42486929"," 0.02335092","-0.16243464"," 0.06603181"," 0.52150649"," 0.37892605"," 0.24003981"," 0.96884177"," 0.61671680"," 0.81842910","-0.35094284","-0.22079651","-0.23107890","-0.35393829","-0.16145887","-0.13525149","-0.31361657","-0.02228713","-0.35313155","-0.25228904","-0.43060907","-0.54542588","-0.53761302","-0.54164154","-0.54030273","-0.36058721"," 0.65774094"," 0.30168900"," 0.12389123"," 0.55919747"," 0.84023246"," 0.87214476","-0.55553485"," 0.36598359"
"Bin.3.04","-0.204458632"," 0.299201803","-0.355219295"," 0.303201524"," 0.046456894"," 0.138140559"," 0.223466089"," 0.557057048"," 0.137545748"," 0.119217921"," 0.408137465","-0.202972970"," 0.438586878","-0.217152868"," 0.102987626","-0.240374072"," 0.193861114","-0.012008056","-0.132063265"," 0.313633859"," 0.310900877"," 0.542922082"," 0.426343523"," 0.088475770"," 0.006843981"," 0.146291384","-0.210793741"," 0.021121246"," 0.032200830","-0.142963285","-0.163126573","-0.335883770","-0.587425006","-0.186319137"," 0.068597575","-0.244258246","-0.434039668","-0.118279003","-0.334466286","-0.038459150","-0.075617797","-1.519767585","-0.361130726"," 0.352132220","-0.109177178","-0.053984047"," 0.478114649"," 0.416418543","-0.427921995"," 0.536005140"
"Bin.2.98","-0.368351260","-0.501931306","-0.351998213"," 0.031628675","-0.279533625"," 0.084687379"," 0.207936725"," 0.076015084","-0.734183553","-0.179630534"," 0.094131765","-0.596431556","-0.134130631","-0.202481412","-0.136001007"," 0.162409071","-0.215882252"," 0.272251327","-0.588453482","-0.044903159"," 0.055139671"," 0.005952923","-0.132564379"," 0.745566191","-0.405416564","-0.819318280"," 0.330337522","-0.131660614"," 0.050979364","-0.235877034","-0.260295567"," 0.083248712"," 0.402700055"," 0.267798040","-0.110883941","-0.072750072","-0.069356596"," 0.030496802","-0.095756414"," 0.331850969","-0.292242280","-0.327399763"," 1.213567606"," 0.446799726"," 0.319218812"," 0.077486884","-0.024663163"," 1.315536092"," 0.286597951"," 0.419759313"
"Bin.2.94","-0.761178265"," 0.027798582","-0.020437829"," 0.644381797","-0.002618662"," 0.400846839"," 0.128030709","-0.062594148"," 0.260224161","-0.012818534"," 0.058437938","-0.663897565","-0.104123687"," 0.081883223","-0.242920642"," 0.218807354","-0.184337318"," 0.694399487","-0.256816922","-0.412844273","-0.318174023"," 0.374066450","-0.090008500"," 0.423918472","-0.065644952","-0.261307215"," 0.228220026","-0.118012241","-0.012934221","-0.651956333"," 0.473349289","-0.185617192"," 0.299134406"," 0.153750978","-0.377850800","-0.270358033"," 0.035935567","-0.175129025","-0.051983257"," 0.318699013","-0.088228303","-0.650057926","-0.211695849"," 0.187643139"," 0.272516186","-0.362795230","-0.244117503"," 1.118074039"," 0.267927593"," 0.192413202"
"Bin.2.90"," 0.576082201","-0.082802505","-0.400690269"," 0.298439600"," 0.028445417","-0.026477456"," 0.067261158"," 0.233557442","-0.104116784"," 0.013465075"," 0.062277183","-0.244530395"," 0.013299376","-0.018486303","-0.114719490"," 0.362263239","-0.159564321"," 0.026049024"," 0.141092500","-0.031346745","-0.128000566"," 0.282672638","-0.007879052"," 0.486081767","-0.343969931"," 1.621645653","-0.105305352","-0.045363325","-0.087115722","-0.291057939","-0.120246223","-0.213843409"," 0.139065511"," 0.081120654","-0.208791291"," 0.138352936","-0.267393099","-0.226466528","-0.120698901","-0.024322103","-0.221854428","-0.961781857","-0.709685109","-0.091900512","-0.025777335","-0.314038426","-0.122755079"," 0.908324548"," 0.247230262"," 0.094254276"
"Bin.2.86","-0.73882552","-0.26478102","-0.16055002"," 0.17041453"," 0.05738904","-0.08802556","-0.09590962","-0.02664471","-0.36867311","-0.20206386","-0.04372100","-0.37789024","-0.08062833"," 0.01739176"," 0.21375250"," 0.16991780","-0.35037934","-0.15656678"," 0.02313074"," 0.33833810","-0.36314689"," 0.41441995","-0.20458469"," 0.67076738","-0.72488166"," 1.46603746"," 0.32681454","-0.12838459","-0.14247569","-0.48873309"," 0.47505646","-0.14838479"," 0.36496904","-0.16492600"," 0.28687427","-0.30110336","-0.17124331","-0.16087717"," 0.36973684"," 0.04265555"," 0.18249616","-0.19659964","-0.43884799"," 0.25484607","-0.01382943","-0.23030235","-0.14729285"," 0.82564948"," 0.40421815","-0.09460321"
"Bin.2.82","-0.3476379939","-0.1128210664"," 0.2030648096"," 1.0167261532","-0.1599443363"," 0.1751163948"," 0.0516559300"," 0.2138294362","-0.2118892267","-0.1894099379"," 0.0861519378","-0.3557945349"," 0.0009966932","-0.1379376747","-0.0112465017","-0.0049009924"," 0.1388556452","-0.0264208930","-0.1271789435","-0.0855088697","-0.1288804013"," 0.2347341274","-0.0500785633"," 0.4342705848","-0.7787233248"," 0.1293773048","-0.1161834193"," 0.3709864636"," 0.0513169053","-0.1779091963"," 0.2543446011"," 0.0270003870","-0.0397221729","-0.1709781252","-0.3527940656","-0.0972950325","-0.2480815919","-0.1574888461"," 0.2449906897"," 0.3478936345"," 0.2694401235","-0.1962202244","-0.5506399007","-0.3415129931"," 0.1250920204"," 0.0189638690","-0.1225412180"," 1.0591629243"," 0.1184574868","-0.2726880757"
"Bin.2.78","-0.238697988","-0.198837588"," 0.021273775"," 0.982217965","-0.219751099"," 0.098810053","-0.017955449"," 0.135931847","-0.349056590","-0.253615619"," 0.081122048","-0.377652936"," 0.029029751"," 0.022082947"," 0.042940904"," 0.033259744"," 0.155663031","-0.089160924","-0.240386071","-0.116854978"," 0.004410141"," 0.109622669","-0.119043401"," 0.340632906","-0.851304626","-0.474675681","-0.213764225"," 0.129021834"," 0.064685493"," 0.237346225","-0.077659614"," 0.008503490","-0.032304577","-0.106679355","-0.185012469"," 0.388689578","-0.166422359","-0.047823628"," 0.120629688"," 0.757527282"," 0.205592000","-0.306294518","-0.473311471","-0.202429345"," 0.346366379","-0.096045266","-0.237561845"," 1.017342851"," 0.271590150"," 0.088008873"
"Bin.2.74","-0.147964455"," 0.124484801","-0.319693317"," 1.095585328","-0.115093219"," 0.032403196"," 0.084011707"," 0.406940364","-0.058433172","-0.134131311"," 0.140213825"," 0.148386856"," 0.183566863","-0.267004030","-0.006891373","-0.292125160"," 0.661389677","-0.107354036"," 0.103473870","-0.109906796"," 0.160958605"," 0.504841111"," 0.217921247","-0.424096014"," 0.098732869","-1.129977705","-0.284319412"," 0.202411792"," 0.026439659"," 0.077179286","-0.147316926","-0.349728524","-0.522837477","-0.348256892"," 0.181602687"," 0.029369566"," 0.014861119"," 0.107650032"," 0.170210885"," 0.365552154"," 0.238730672","-0.485699795","-0.570560223"," 0.094779033","-0.053367159","-0.003321694","-0.006579021"," 0.378570497","-0.275937801"," 0.310327811"
"Bin.2.70","-0.11871459","-0.11627809"," 0.08133217"," 0.43440734"," 0.17811683"," 0.24416032"," 0.09658253"," 0.52064608"," 0.65649531"," 0.55950537"," 0.78791535"," 0.90138934"," 0.29700832"," 0.25614702","-0.05028936"," 0.13426160"," 0.98828826"," 0.65200030"," 1.09268200","-0.03889755"," 0.05775453"," 0.44768044"," 0.70246949"," 0.87644247"," 0.70923443"," 0.10473524","-0.49881599","-0.18647017","-0.60593419","-0.64013309","-0.25435711","-0.68055170","-0.48163134","-0.18553152","-0.57844272","-0.54439861","-0.56215713","-0.75242097","-0.45889859","-0.52484322","-0.54324570","-0.57326935","-0.58957919","-0.35947175"," 0.13674785","-0.47863341","-0.58887445"," 0.28576615","-0.37146474","-0.41846423"
