"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.3.98","-0.19185265","-0.05653001"," 0.08250110"," 0.12884715"," 0.49266965"," 1.01218365"," 0.24514071","-0.32525170"," 0.40064419"," 0.48327448"," 1.50187406"," 0.34074228"," 1.50238688"," 0.53045449"," 2.24683424"," 0.82970239"," 0.08969889"," 1.69843452"," 0.60842769"," 0.51394217"," 1.39814137","-0.13222015"," 0.66024459","-0.46847932"," 1.31620439","-0.99157238","-1.08620031","-1.26237069"," 0.26378816","-0.72225775"," 1.86917205","-1.02392529","-1.84640127"," 0.04880448"," 0.17949617","-0.58453129"," 0.45494697","-1.28061566","-1.28113093","-0.37310590","-0.78959968","-0.80461893","-1.47914709","-1.16062238","-1.56052844","-0.18868330"," 0.65559208"," 0.81287455","-1.60619665","-1.15118156"
"Bin.3.94"," 1.038758845"," 0.483798309"," 0.230944990","-0.256426558"," 1.950416451"," 0.071202187"," 0.346977011"," 2.554510408","-1.542088709","-0.631106015"," 0.889675447"," 2.223011199","-0.520401146","-0.608161702","-0.864749404","-0.595510028"," 0.208657785"," 0.300866707","-0.398004109"," 0.293912966","-0.135465813"," 0.184484534","-0.486203049"," 1.132625506"," 0.809625581","-0.247822956","-1.080623309","-0.181160190","-0.544615693"," 1.079148160"," 0.004562275","-0.684654305","-0.380540147","-0.886437228","-1.287057786"," 0.099845604","-0.355094094","-0.723960085","-0.105612017"," 0.384732582","-1.289414789"," 1.647313941","-1.430819682","-0.590131951","-1.113437294","-0.833615616","-0.150733504"," 2.698329585"," 0.480034422","-1.189587319"
"Bin.3.90","-0.30056086"," 0.25468228","-0.49288104","-0.89790894"," 0.03342954","-1.12809499","-0.59718684"," 0.20946428","-1.20393223","-0.52334431"," 0.08922222"," 0.69807676","-0.18794674","-0.90141910","-0.70412755","-1.34359437","-0.04258786","-0.25518863","-0.30805029","-0.87670338","-0.18663754"," 0.57989590","-0.36976299","-0.23181816"," 0.79698974"," 1.25891573","-0.40777499"," 0.14839381","-0.15387441"," 0.59403056"," 1.75575409"," 1.08958221"," 0.65755786","-0.59804767","-0.53140593","-0.61810787"," 0.70553457","-0.77330881"," 0.45697086"," 0.84246072","-0.51881167"," 3.87234725","-1.22353280","-0.42645022"," 0.14920857","-1.12849620","-0.86986409"," 3.08674239"," 0.45903494"," 0.06312617"
"Bin.3.86","-0.59930453"," 0.44156704","-0.40430727","-0.36910147","-1.07805951","-1.10429957","-0.18217587"," 0.53043169","-0.87460494","-0.37584650"," 0.33931623","-0.28246972"," 0.30017480","-1.30184694","-0.71729040","-1.28048434"," 0.40809646","-0.48610938","-0.08297156","-0.62841407","-0.75202189"," 1.24017936","-0.62183669","-0.24834231"," 0.82334322"," 0.74222826","-0.53981216"," 0.07007710","-0.13622688"," 0.49745441"," 2.06544301"," 0.61115984"," 0.32857293","-1.38249947","-0.40784108","-0.93201658"," 0.37554526","-0.24881516"," 0.52340902"," 1.06778814","-0.29158300"," 3.26281199","-1.57641069","-0.07798314"," 0.21494667","-0.64413221","-0.63501271"," 3.24992720"," 1.14098889"," 0.02835849"
"Bin.3.82","-0.29841368"," 0.51158266","-0.52779842"," 0.17600611","-1.15773026","-0.69497105"," 0.04960830"," 0.73737025","-0.73078934"," 0.08867464"," 0.64128724","-0.39323642"," 0.49733583","-1.05511707","-0.81504430","-1.00169152"," 0.26366530","-0.48379283"," 0.16959921","-0.12780437","-0.47121680"," 1.41607620","-0.49964735","-0.36757785"," 0.61618056"," 0.84218521","-0.72836612","-0.19480411","-0.23735675"," 0.05912392"," 3.78192810"," 0.36841636","-0.34496394","-1.31529096","-0.30615570","-0.85969950"," 0.18157391","-0.70607484"," 0.12314143"," 0.62118057","-0.39838808"," 2.79311798","-1.60339533","-0.25209515"," 0.36687896","-0.84641585","-0.66590183"," 2.66059185","-0.19406520"," 0.31228008"
"Bin.3.78","-1.20549071"," 0.38592198","-0.84150525","-0.09518247","-0.99201909","-1.06550450","-0.01871446"," 0.68745400"," 1.10040831","-0.53549831"," 0.44856943"," 0.03621174"," 0.49083920","-1.26696529","-1.26023894","-1.54775360"," 0.03584309","-0.67788576"," 0.13807178","-0.46643464"," 1.45735387"," 1.30868860","-0.66917171","-0.28240570"," 1.88506502"," 1.23563620","-0.80550171"," 0.18911613","-0.27558438"," 0.36892196"," 0.80998940"," 0.19628473","-0.26254039","-2.03072830","-0.31945090","-0.75347441"," 0.46501527","-0.38156366"," 0.09292044"," 1.12392290","-0.23159566"," 2.42586479","-1.79874686","-0.34240842"," 0.10460782","-0.81835716","-0.15420471"," 2.67751969"," 0.45746932"," 0.97723133"
"Bin.3.74","-1.3178930370","-0.3120013041","-1.0824548567"," 0.3035312740","-1.9348511213","-0.8079943473","-0.0483563385"," 0.4931076223","-0.8607280648","-0.8614808227","-0.0004348229","-0.2519474326","-0.2714838549","-0.8318022336","-1.2144898259","-0.9396320682","-0.0202813451"," 0.1404850822"," 0.3047879959"," 0.0262104905","-0.0044454098"," 0.0960203303","-0.7566748168","-0.5575543490"," 0.8127071390"," 1.6147598452"," 0.2237690497","-0.0431030394"," 0.0095338803"," 0.5554078285"," 0.0945847878"," 0.0235709124"," 0.4331249524","-1.5841972703","-0.3461416150"," 0.4634257741"," 0.7293085252"," 0.0006509047","-0.2219594221"," 2.2055176582","-0.0361132734"," 3.9874507840","-1.0297846588","-0.1616964749","-0.2214492531","-0.5233951930","-0.3376934857"," 1.7385394879"," 1.5628373487"," 0.7607080636"
"Bin.3.70","-1.20758702","-0.34929273","-0.49866090","-0.08518671","-1.44219818","-0.45711284","-0.03416710"," 0.70269269","-1.43825962","-0.68525182"," 0.61231471","-0.09751477","-0.13861266","-1.73610982","-1.06790973","-0.90368184","-0.53999510","-0.50579185"," 0.46304595","-0.62443619","-0.64918169"," 0.47807720","-0.56091298","-0.60672383"," 0.51493680"," 1.86678043","-0.46120568"," 0.30206523","-0.27192121"," 0.89931497"," 1.94664721"," 0.38721536"," 0.47336053","-1.12483810","-0.65232013","-0.05253583"," 0.72998575"," 0.11877088"," 0.21630992"," 0.81678836"," 0.55103437"," 3.83717841","-0.97319383","-0.28802270","-0.03720703"," 0.09373583"," 0.74376445"," 2.15388662","-0.74770147"," 0.32962772"
"Bin.3.66","-0.892480418","-0.357269044","-0.851801047","-0.027190832","-0.630993252","-0.865671002"," 0.492330455"," 1.174435155","-0.836914291","-0.677585761"," 0.564956759"," 1.130797675","-0.383350047","-1.723785691","-1.346822729","-1.040548184"," 0.144826907","-0.581365903"," 0.686184547","-0.540401601"," 0.608397935"," 0.636787312","-0.767998050","-0.250693817"," 0.552721759"," 2.412673016","-0.766960920"," 0.799910164"," 0.436321758"," 1.942291802"," 1.353544550"," 0.100233697","-0.639581489","-1.443947077","-0.346558061","-0.435171492"," 0.669737892"," 0.251122910"," 0.152918947"," 1.075163361"," 0.801866121","-0.057098757","-1.848066980","-0.422513346","-0.003288708"," 0.711071688"," 0.966551348"," 2.402861931","-2.012239667","-0.317409523"
"Bin.3.62","-0.91340460","-0.90481911","-0.66672863","-0.54216435"," 0.34671239","-0.81245451"," 0.01053405"," 0.86397289","-1.45925614","-0.56331986"," 0.55986004"," 1.20408369","-0.94128841","-0.32861737","-1.16600250","-0.79707414","-0.10516087","-0.65888996"," 0.27176742","-0.69923416"," 0.62643541"," 0.31102211","-0.68656227","-0.54894287"," 0.81387001"," 1.48888193","-0.98532065"," 1.70213100"," 0.38039708"," 1.68674744"," 2.56419424"," 1.79777358","-0.81778350","-0.98863422","-0.77294461","-0.91079059"," 0.98816713","-0.21019567"," 0.17433720"," 0.58434001"," 0.35928714"," 1.39166030","-1.06801205","-0.65911409","-0.32054760"," 0.10587578"," 0.40554729"," 2.19159899","-1.49098325","-0.81095113"
"Bin.3.58","-0.871733727"," 0.667824070"," 0.172849956","-0.031341795","-0.556990856"," 0.417518776"," 0.502665814"," 1.210203963","-0.422475956"," 0.205202131"," 0.875405032"," 0.253344193","-0.087575688"," 0.476309885","-0.910957081"," 0.113803217"," 1.164327021"," 0.250764751"," 0.721870261","-0.340276898"," 0.392181999"," 0.599048930"," 0.808235643"," 0.591926170"," 2.429626928","-1.132910895","-1.355869133"," 2.198581377","-0.712156985","-0.747446052"," 1.527259928","-0.734483722","-0.817781257","-1.138641856","-1.696628564","-1.079325215","-0.370119742","-0.733085533","-0.319124402"," 0.004513657","-0.780005301"," 0.476267207","-1.741343246"," 0.829596238","-0.977788522","-0.631034982","-1.428756301"," 2.550644625"," 0.724038351","-0.546156414"
"Bin.3.54","-0.49102659","-0.36297281","-0.46494502","-0.18839236","-0.99881609"," 0.29514341","-0.40920649"," 0.15078368","-1.26661845","-0.34051568"," 0.19655412","-0.42700752","-0.57537903","-0.99346477","-0.75354521","-0.71939121","-0.41477844","-0.83166150"," 0.78702233","-0.17630283","-0.13543093","-0.09748522","-0.49286971","-0.09939874"," 1.05483126"," 1.72866874"," 0.03017434"," 1.73644700"," 0.20401682"," 0.24606129"," 2.31672556","-0.08460071"," 0.33297589","-0.80455121","-1.28604618","-0.59716419"," 1.35226347","-0.18476672"," 0.14719623"," 0.81410710"," 0.07608393"," 3.86273281","-1.37864487","-0.35226417","-0.47090988","-0.71720592","-0.62388811"," 1.71317216"," 0.84544889","-1.15115846"
"Bin.3.50","-0.04151171","-0.17315881","-0.37073741","-0.22134754","-0.75774542","-0.10638040","-0.23643378"," 0.06600821","-0.83613097","-0.52714954"," 0.14479836","-0.52985841","-0.30145667","-0.80756586","-0.36221940","-0.43670488","-0.32208272","-0.52895391"," 0.22765051","-0.26310994","-0.11740841"," 0.02475393","-0.54593112","-0.58200312"," 0.80478008"," 1.43677778","-0.29731628","-0.14148000","-0.17059442"," 0.56019228"," 1.30302890","-0.29011909"," 1.53322847","-0.77635495","-1.08619402","-0.35335942"," 1.23948692","-0.45871399","-0.23054357"," 0.75572811"," 0.15131313"," 4.53726870","-1.02389478","-0.59755535","-0.58471577","-0.52895391","-0.80325305"," 1.91191984"," 2.07014244","-1.35613902"
"Bin.3.46","-0.847141619"," 0.197918433","-0.496283580"," 0.398810420","-1.071445288","-0.240259379","-0.156850313"," 0.138704845","-0.120090650","-0.253817965"," 0.368036723"," 0.286374029","-0.119749155","-0.854559754","-0.663162902","-0.357880871"," 0.797163449","-0.618857448","-0.127529737","-0.252022750","-0.034707633"," 0.262542666"," 0.008390107","-0.708731532"," 0.390341004"," 1.754346493","-0.788599088","-0.399517862","-0.327170507"," 0.227487401"," 0.268436925","-1.073573611"," 1.543120801","-0.798869321","-0.662064402","-0.787309540"," 1.119692083"," 0.316613729","-0.047644347"," 0.335997558","-0.138273331"," 4.615234797","-1.160691675","-0.604693316","-0.687249988"," 0.043234378","-1.126606422"," 1.933177356"," 1.623499004","-1.103768213"
"Bin.3.42","-1.032572001"," 0.385668268","-1.227841501"," 1.188142050","-0.736774640","-0.406972043"," 0.333615539"," 0.188879844"," 0.046454513"," 0.051501837"," 0.547236294"," 0.546528213","-0.607468786","-1.132665765","-0.356277551","-0.311061991"," 0.388938330","-0.282656366"," 0.335245944","-0.832276916"," 0.671984545"," 0.526330223"," 0.268983496","-0.006778558"," 0.231067511"," 1.691491868","-0.366040059","-0.021358125","-0.456008827"," 0.039251239","-1.523370614","-1.437006565"," 1.695556690","-0.391373096","-0.456008827","-1.148759015"," 1.019130599"," 0.105824245","-1.090877239"," 0.369704017","-0.499219540"," 3.829102448","-0.423625551","-0.367862599","-0.627057196"," 0.505301518","-1.102597380"," 1.611989986"," 1.775525543","-1.508944010"
"Bin.3.38"," 0.08688564","-0.31121262","-0.35648603"," 0.49709827","-0.89012907"," 0.99435335","-0.32301483"," 0.17633033"," 0.91871231","-0.62534732"," 0.19144795","-0.54456170","-0.45057095","-1.31554613","-0.66134382","-1.28242289","-0.22261977","-0.58728146"," 0.45668556"," 0.05633439","-0.44904982"," 0.47356003","-0.38777934","-1.76010216"," 0.16256569"," 1.03976078","-0.58151275"," 1.11513997","-0.04334508"," 0.58349454"," 0.62475420","-0.78866168"," 1.08068378","-0.21860538","-1.34968983","-1.10302104"," 0.11095712","-0.54375114","-0.69157143"," 1.13599607","-0.54258839"," 3.96673370","-0.48849078","-0.36270734","-0.19574341"," 0.27047380","-0.10567064"," 2.99293676"," 0.77792398","-0.53000136"
"Bin.3.34","-0.18670411"," 0.02933761"," 0.46101898"," 1.40685859","-1.16271553"," 1.73194468"," 0.39777684"," 1.57446819"," 0.18973999","-0.24115995"," 0.64620704"," 0.71193263","-0.44669987","-0.63655668"," 0.51790900","-0.71186557"," 0.21035653","-0.52434366"," 0.99638508"," 1.41149727"," 0.94143113","-0.24775100"," 0.84002499","-1.35282518"," 1.66926207"," 0.58894432","-0.31913848","-0.42012374"," 0.52430858","-0.71606506","-0.45601496","-0.99092733","-1.60739903","-0.49274931","-0.73160020","-0.38763382","-0.40416478","-0.29841469","-1.58126603"," 2.17528674","-0.52260144"," 0.34677765","-1.72489529","-0.28402874","-1.30557092","-0.17952062","-0.86421529"," 2.72458626","-0.57304811","-0.72605476"
"Bin.3.30","-0.99295827"," 0.50220002","-0.56377248"," 1.51962239","-0.92882730"," 1.35881009","-0.44352125"," 0.23301435"," 0.49017192","-0.61649639"," 0.02238070","-0.25843237"," 0.06031672","-0.91125558"," 0.64995410","-0.18968760"," 1.19675590","-0.95525411"," 2.23576540"," 0.36979225"," 0.50241729","-0.07592054"," 0.44663045","-0.59689492"," 2.21879801","-0.02776226"," 0.78051271","-0.01169534"," 0.78486914","-2.10790497"," 0.38646385"," 0.24677180","-2.03881802","-1.12869764","-0.48103388"," 0.20632158","-0.13753602"," 0.36355951","-1.49909375"," 2.36873433","-0.05183800"," 0.04147606","-1.64310179"," 0.76420821","-1.25247031","-0.71818121","-1.22686677"," 0.59682220"," 0.35291246"," 0.15873938"
"Bin.3.26","-2.92082503"," 0.20101533","-1.95816289"," 2.30161662","-0.22888689"," 0.47078707"," 0.27075650"," 0.30019306"," 0.28076726"," 0.59796524"," 0.64920137"," 0.89823126","-0.58680578","-0.98340101","-1.10277481","-0.01170832"," 0.39180076"," 0.82668405","-0.97321863","-0.43411288"," 0.02481052"," 1.19777367"," 0.69838485"," 0.56220962"," 0.85878341","-0.52300932"," 0.36942733"," 0.23569644","-0.42745982"," 0.58605394","-0.19244620","-2.57457552","-0.09114425"," 0.39903076"," 0.72964630"," 0.11549794"," 0.63929156"," 0.77945205","-1.23455436"," 1.02051357"," 0.28673856"," 1.95711178","-1.23377704","-0.74888583","-0.38017206"," 0.55882870"," 0.11137924","-0.05464490"," 0.15058143","-1.80966468"
"Bin.3.22","-1.230295907","-0.173168084","-1.666157205","-0.192860349","-1.728981656"," 0.189484641","-0.086054971"," 0.144936522","-0.803713421","-0.447793526"," 1.127807742","-0.179864059","-0.294612887","-0.542313038","-1.139522764"," 0.053541053"," 0.653787589"," 0.466654607"," 0.235650150","-0.320889278","-0.441185456","-0.585759898"," 0.306386631"," 1.031152688"," 0.060341309"," 2.252938068"," 1.405807422"," 1.470493241","-0.493188925","-0.955425382","-0.375904568","-1.763098293"," 0.884159372"," 0.820567180","-0.526840848","-0.249520075"," 0.237119451","-0.259717129","-1.225545479"," 0.055978563","-0.644025919"," 1.703231714","-0.669606138","-0.975920760","-0.406749161"," 2.525412215"," 0.002056788"," 2.571130188"," 0.492241262","-0.312163219"
"Bin.3.18","-0.964978961"," 0.591642694","-1.102320534"," 0.836804110","-1.452713072"," 0.646611196"," 0.292515522"," 0.846670407"," 0.316281167"," 0.526794942"," 1.289103283","-0.963101524"," 1.182357957","-0.207777518","-0.458031895","-0.219375134"," 1.463319831"," 0.379131969"," 0.251880732"," 0.338571564","-0.213255542"," 0.812786931"," 0.421823645"," 1.088554763"," 0.546082967"," 2.780675883","-0.410774779"," 0.740489518","-0.782426552","-1.513985289","-0.416415849","-1.797879578","-0.489000926"," 0.104775723","-0.812841827","-1.183929673","-0.789804789","-0.655116757","-1.295065579"," 0.099827005","-0.118446973","-0.005388878","-1.482381271","-0.213807727","-0.613989360"," 1.176682899","-0.119017996"," 2.872989447","-0.667218434","-0.657327735"
"Bin.3.14"," 0.098417383"," 0.495504801","-0.669875961"," 1.185594480","-0.946826028"," 0.930382405"," 0.601794347"," 1.442378234"," 0.161252927"," 0.369221801"," 1.835021755","-0.156472120"," 0.643187569","-0.227292514","-0.082298002","-0.468010887"," 1.776049816"," 0.592109619"," 0.789110188"," 0.988506603"," 0.044397219"," 1.466299349"," 0.592889774"," 1.458064450"," 0.940175799"," 0.132561146","-0.393083811","-0.369489693","-0.846760009","-1.529465510","-1.157942288","-2.109712052","-1.313147234","-0.969744160","-0.005350682","-0.811274702","-0.787676720","-0.184252392","-1.387671889"," 0.684918564"," 0.507179714","-1.790864598","-1.409359492"," 0.815279019","-0.223601699","-0.698813815","-0.689648021"," 2.024982902","-0.393200910","-0.953444673"
"Bin.3.10","-0.38683872","-0.40021401","-1.88176487"," 0.84731669","-0.63551901"," 1.70089614","-0.48568832"," 1.03739583","-0.15885969","-1.29013144"," 0.36533952","-1.51129324","-0.89748347","-0.86750098","-0.36906187","-1.27205331"," 0.22757131","-1.04469136"," 2.30037448","-0.09177390","-1.10914662","-0.32453150","-0.78823223"," 0.53891194"," 1.84936988"," 0.92685386"," 0.94209008","-0.18338075"," 0.39829226","-1.46772412"," 0.25371559"," 1.12410513","-1.02069843","-1.24354211","-0.51422976"," 0.27337440","-0.19766435"," 0.52217779","-0.13689453"," 2.02731614"," 0.84836948","-0.68509659","-0.07595441"," 1.62814788","-0.46225624"," 0.48363295","-0.09124890"," 1.63498332"," 0.31715193","-0.65391189"
"Bin.3.06","-0.403305686"," 0.987909476","-0.702445677"," 0.987252325","-0.758147223"," 0.496262099"," 0.762530977"," 1.516120618"," 0.512335559"," 0.346008299"," 1.141750336","-0.854674219"," 1.251904951","-0.456042286"," 0.305842234","-0.465636386"," 0.709159593"," 0.012314409","-0.254576067"," 0.909668969"," 0.708640838"," 1.441393166"," 1.164921788","-0.385220813","-0.287748693","-0.020759517","-0.409737279"," 0.190398561"," 0.223893282","-0.221673931","-0.342268729","-0.844934938","-1.487326431","-0.466208207"," 0.355792257","-0.536533188","-1.004033033","-0.104172733","-0.694441791"," 0.110124112"," 0.009777203","-4.349542193","-1.571583568"," 0.932563493","-0.313221905","-0.432573370"," 1.012328490"," 0.797302008","-0.946147915"," 1.426760735"
"Bin.3.02","-0.68070687","-0.88454773","-1.56175164","-0.75764297"," 2.40207546","-0.35931784","-0.65008245"," 0.59834371","-0.49816517"," 0.25522191"," 0.34170829"," 1.06766407"," 0.15762030","-0.57040135"," 0.22401534","-0.93667423","-0.91429743"," 0.05025002","-0.34955121"," 0.14209714"," 1.12225583"," 0.81542989"," 0.51655365"," 2.08489895"," 1.32714366"," 1.76121842","-0.75521140","-0.47514303","-0.49727022","-0.76165746","-0.34745141","-0.29105443","-0.67488716","-0.04796079","-0.75992140","-0.54291338","-0.92664915","-1.17372917","-1.15691628","-1.16558545","-1.16270440","-0.77596560"," 1.41542555"," 0.64921961"," 0.26660772"," 1.20336493"," 1.80813816"," 1.87681183","-1.19548317"," 0.78757835"
"Bin.3.04","-0.56316883"," 0.82413312","-0.97842989"," 0.83515011"," 0.12796268"," 0.38049974"," 0.61552372"," 1.53437967"," 0.37886138"," 0.32837849"," 1.12418976","-0.55907667"," 1.20806081","-0.59813433"," 0.28367313","-0.66209572"," 0.53397862","-0.03307546","-0.36376021"," 0.86388534"," 0.85635751"," 1.49544577"," 1.17433724"," 0.24370111"," 0.01885133"," 0.40295070","-0.58061851"," 0.05817718"," 0.08869522","-0.39378365","-0.44932220","-0.92517136","-1.61802636","-0.51320470"," 0.18894784","-0.67279444","-1.19553580","-0.32579230","-0.92126699","-0.10593338","-0.20828461","-4.18610714","-0.99471256"," 0.96992673","-0.30072188","-0.14869576"," 1.31693765"," 1.14699948","-1.17868504"," 1.47639347"
"Bin.2.98","-0.90230291","-1.22951685","-0.86224495"," 0.07747672","-0.68473773"," 0.20744783"," 0.50935597"," 0.18620442","-1.79843544","-0.44001792"," 0.23058253","-1.46100201","-0.32856263","-0.49599279","-0.33314425"," 0.39783270","-0.52881911"," 0.66689921","-1.44145914","-0.10999352"," 0.13506859"," 0.01458211","-0.32472599"," 1.82631803","-0.99309704","-2.00697907"," 0.80918553","-0.32251215"," 0.12487762","-0.57779777","-0.63761272"," 0.20392371"," 0.98644276"," 0.65599057","-0.27161819","-0.17820654","-0.16989397"," 0.07470411","-0.23456223"," 0.81289282","-0.71586849","-0.80198927"," 2.97272116"," 1.09446808"," 0.78194945"," 0.18980970","-0.06041419"," 3.22250031"," 0.70204230"," 1.02823064"
"Bin.2.94","-2.103360369"," 0.076815692","-0.056475758"," 1.780617232","-0.007236136"," 1.107658212"," 0.353786665","-0.172966118"," 0.719076217","-0.035421395"," 0.161481282","-1.834545064","-0.287724501"," 0.226267530","-0.671261485"," 0.604629347","-0.509378457"," 1.918830881","-0.709661010","-1.140810666","-0.879208803"," 1.033656086","-0.248720070"," 1.171411949","-0.181396390","-0.722069015"," 0.630639340","-0.326102678","-0.035741074","-1.801547912"," 1.308003896","-0.512915127"," 0.826596716"," 0.424859366","-1.044113363","-0.747079099"," 0.099300585","-0.483933224","-0.143645093"," 0.880659504","-0.243800861","-1.796302051","-0.584978157"," 0.518513416"," 0.753042714","-1.002510376","-0.674568764"," 3.089568806"," 0.740363074"," 0.531694508"
"Bin.2.90"," 1.53693158","-0.22090907","-1.06900287"," 0.79620798"," 0.07588962","-0.07063929"," 0.17944626"," 0.62310866","-0.27777351"," 0.03592352"," 0.16614950","-0.65238344"," 0.03548145","-0.04931967","-0.30606050"," 0.96648327","-0.42570217"," 0.06949628"," 0.37642114","-0.08363008","-0.34149313"," 0.75414325","-0.02102055"," 1.29681913","-0.91767850"," 4.32639372","-0.28094449","-0.12102496","-0.23241632","-0.77651442","-0.32080529","-0.57051353"," 0.37101333"," 0.21642206","-0.55703497"," 0.36911225","-0.71337892","-0.60419079","-0.32201299","-0.06488902","-0.59188615","-2.56594095","-1.89337121","-0.24518168","-0.06877144","-0.83782414","-0.32749867"," 2.42332202"," 0.65958642"," 0.25146129"
"Bin.2.86","-1.92172177","-0.68870855","-0.41759855"," 0.44325663"," 0.14927173","-0.22895884","-0.24946568","-0.06930421","-0.95893702","-0.52557811","-0.11372049","-0.98291123","-0.20971829"," 0.04523682"," 0.55598084"," 0.44196461","-0.91135401","-0.40723796"," 0.06016421"," 0.88003417","-0.94456305"," 1.07792683","-0.53213491"," 1.74469920","-1.88545311"," 3.81323606"," 0.85006081","-0.33393469","-0.37058633","-1.27121898"," 1.23564539","-0.38595620"," 0.94930257","-0.42898069"," 0.74617418","-0.78318476","-0.44541234","-0.41844949"," 0.96170385"," 0.11094920"," 0.47468154","-0.51136541","-1.14146537"," 0.66286726","-0.03597104","-0.59902782","-0.38311599"," 2.14755521"," 1.05139144","-0.24606763"
"Bin.2.82","-1.095786337","-0.355622185"," 0.640078610"," 3.204812612","-0.504158986"," 0.551982684"," 0.162824154"," 0.674009685","-0.667893969","-0.597037222"," 0.271558685","-1.121496491"," 0.003141667","-0.434792002","-0.035449988","-0.015448370"," 0.437685528","-0.083281040","-0.400879510","-0.269531676","-0.406242659"," 0.739903158","-0.157852152"," 1.368860084","-2.454606213"," 0.407808943","-0.366220625"," 1.169382821"," 0.161755518","-0.560785846"," 0.801717142"," 0.085107657","-0.125207875","-0.538938484","-1.112038740","-0.306682725","-0.781975571","-0.496419059"," 0.772232768"," 1.096592139"," 0.849299591","-0.618503860","-1.735666671","-1.076479782"," 0.394301340"," 0.059775827","-0.386260981"," 3.338577145"," 0.373388691","-0.859537429"
"Bin.2.78","-0.72425757","-0.60331312"," 0.06454890"," 2.98024631","-0.66676891"," 0.29980952","-0.05448043"," 0.41244449","-1.05910770","-0.76952066"," 0.24614056","-1.14587475"," 0.08808209"," 0.06700409"," 0.13029132"," 0.10091674"," 0.47231286","-0.27053213","-0.72937955","-0.35456144"," 0.01338125"," 0.33261716","-0.36120155"," 1.03354856","-2.58302898","-1.44026122","-0.64860353"," 0.39147812"," 0.19626876"," 0.72015605","-0.23563485"," 0.02580129","-0.09801856","-0.32368656","-0.56136494"," 1.17936214","-0.50495881","-0.14510648"," 0.36601467"," 2.29848971"," 0.62380736","-0.92935900","-1.43612193","-0.61421123"," 1.05094506","-0.29142060","-0.72081028"," 3.08682225"," 0.82405899"," 0.26703657"
"Bin.2.74","-0.427564787"," 0.359716917","-0.923800283"," 3.165852962","-0.332578576"," 0.093633742"," 0.242764033"," 1.175913299","-0.168851139","-0.387591909"," 0.405168215"," 0.428785376"," 0.530443116","-0.771546932","-0.019913624","-0.844138088"," 1.911181553","-0.310215082"," 0.299002778","-0.317591652"," 0.465113271"," 1.458811728"," 0.629715102","-1.225487042"," 0.285302967","-3.265234731","-0.821582244"," 0.584898277"," 0.076401236"," 0.223020759","-0.425693658","-1.010591376","-1.510814842","-1.006338881"," 0.524767345"," 0.084867627"," 0.042943363"," 0.311070406"," 0.491849080"," 1.056316052"," 0.689846958","-1.403500116","-1.648716649"," 0.273877784","-0.154212158","-0.009598518","-0.019011037"," 1.093934445","-0.797362362"," 0.896737291"
"Bin.2.70","-0.22644818","-0.22180056"," 0.15514118"," 0.82863236"," 0.33975800"," 0.46573601"," 0.18423126"," 0.99313283"," 1.25226535"," 1.06725697"," 1.50294919"," 1.71940093"," 0.56654362"," 0.48860066","-0.09592700"," 0.25610412"," 1.88516068"," 1.24369113"," 2.08429183","-0.07419711"," 0.11016681"," 0.85395082"," 1.33996114"," 1.67181475"," 1.35286528"," 0.19978255","-0.95149191","-0.35569201","-1.15581998","-1.22105441","-0.48518639","-1.29815294","-0.91871218","-0.35390152","-1.10337997","-1.03844081","-1.07231520","-1.43524363","-0.87534944","-1.00113888","-1.03624162","-1.09351176","-1.12462279","-0.68569266"," 0.26084664","-0.91299364","-1.12327851"," 0.54509917","-0.70856930","-0.79822087"
"Bin.2.66","-0.05000718"," 0.23283299"," 0.41567167"," 1.40613465"," 0.80504386"," 1.07870737"," 0.91448168"," 1.39351689"," 0.71285447"," 1.41729288"," 2.13965005","-0.66184459","-0.38523557"," 0.81317856"," 0.08168865"," 0.64940796"," 1.80361206"," 1.90168306","-0.10290565"," 0.41588019","-0.16768386"," 0.88344171"," 0.49283912"," 1.93594378","-0.44950125","-1.34953553","-0.58528666"," 0.09982877","-0.86474515","-1.12775986","-0.10290565","-1.16343893","-0.61569305"," 0.05372037","-0.95004440","-0.77390317","-0.87018483","-1.12272801","-0.43951727","-0.75976715","-1.08531564","-0.84948704","-1.17564721","-0.63784603"," 0.24294366","-1.23536012","-1.73401679"," 1.04890048","-0.41593310","-1.26296118"
"Bin.2.62"," 0.210072678","-0.109280973","-0.662820870"," 1.170210091","-0.231975024"," 1.221503638"," 0.190524068"," 1.580597935"," 0.585088526"," 0.473954252"," 0.717806327"," 0.302496869","-0.152546202"," 2.198619624"," 0.296489422"," 0.277064502"," 0.457937109"," 0.268741675"," 1.899812448"," 0.064699033","-0.174852852"," 0.491904665"," 0.004858120"," 1.306015746"," 0.915304596","-0.472437430","-0.682825071","-1.053572946","-0.540275763","-1.587493663","-0.811326525","-0.885412870","-0.386859042"," 0.350373567","-0.195764907","-1.831660959","-1.174478960","-1.529863827"," 0.964198929","-0.499737862","-0.552205974","-1.192133547","-1.668491730","-0.005987609"," 0.208859204","-0.586972748","-1.483314680"," 2.575981367"," 0.807911440","-1.068733797"
